title,amenities,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time
Nice Remodeled Apartment!,"Cable or Satellite,Dishwasher,Refrigerator,TV",1.0,1.0,No,Yes,"Cats,Dogs",545.0,640,Fort Smith,AR,35.30692025658448,-94.36394651162372,RentDigs.com,1550859240
"Oklahoma City, One BR, One BA for rent",,1.0,1.0,No,Yes,,1215.0,653,Oklahoma City,OK,35.44969528154523,-97.56153662164972,RentDigs.com,1568781989
1x1 in Rincon Valley - Spacious and Bright. Carport parking!,"Parking,Pool,Refrigerator,Storage",1.0,1.0,No,Thumbnail,"Cats,Dogs",1795.0,600,Santa Rosa,CA,38.471888484305,-122.66785772945563,RentDigs.com,1550817139
One BR Apartment - In the heart of Hampton s Peninsula Town Center.,"Elevator,Gym,Parking,Patio/Deck,Washer Dryer,Wood Floors",1.0,1.0,No,Yes,"Cats,Dogs",1298.0,720,Hampton,VA,37.04269119589752,-76.4437678482178,RentDigs.com,1568759768
Santa Clara Value. Single Car Garage!,"Parking,Storage",1.0,1.0,No,Yes,,2457.0,758,Santa Clara,CA,37.3535118271836,-121.95313497370374,RentDigs.com,1544282669
One BR - Welcome home Apartments. Parking Available!,Parking,1.0,1.0,No,Yes,,1358.0,565,Santee,CA,32.8676348303176,-116.97871108425028,RentDigs.com,1550813816
Two BR - Sofi Canyon Hills More than luxurious apartment homes. Pet OK!,,2.0,2.0,No,No,"Cats,Dogs",2458.0,1100,San Diego,CA,32.95710022188408,-117.14149887311784,RentDigs.com,1550831162
"At NorthCity 6, you ll enjoy unparalleled luxurious living.","Elevator,Parking,Pool,TV",2.0,2.0,No,Thumbnail,,1414.0,674,Chapel Hill,NC,35.91679498681745,-79.06548357563939,RentDigs.com,1568771533
Apartment - 900 sq. ft. - in a great area. Covered parking!,"Fireplace,Gym,Parking,Pool,Tennis",2.0,2.0,No,Yes,,1858.0,900,Escondido,CA,33.20476335554747,-117.12033938662458,RentDigs.com,1544287417
Grand Forks Value. Pet OK!,"Internet Access,Parking",2.0,2.0,No,Yes,"Cats,Dogs",1270.0,983,Grand Forks,ND,47.901075073894006,-97.07767769100164,RentDigs.com,1550843255
"Los Angeles, prime location Studio, Apartment","AC,Gym,Pool",1.0,2.0,No,Yes,,2345.0,400,Los Angeles,CA,34.02635710426647,-118.4354141765005,RentDigs.com,1568748714
Outstanding Opportunity To Live At The Norfolk City Club,"AC,Cable or Satellite,Dishwasher,Gym,Patio/Deck",1.0,2.0,No,Thumbnail,,1000.0,995,Norfolk,VA,36.91917001865301,-76.19866198631377,RentDigs.com,1550848599
"Lovely Mesa, Four BR, Three BA",,3.0,4.0,No,Yes,,1695.0,2030,Mesa,AZ,33.32378145098846,-111.62736913039625,RentDigs.com,1544290778
"Amazing One BR, One BA for rent","Clubhouse,Pool",1.0,1.0,No,Yes,,879.0,735,San Antonio,TX,29.460419213186128,-98.76268222967452,RentDigs.com,1544269553
Two BR 115 E Johnson St,,1.0,2.0,No,Thumbnail,"Cats,Dogs",1320.0,1019,Madison,WI,43.05540979980477,-89.40420730919224,RentLingo,1577359290
Outstanding Opportunity To Live At The Carteret City Club,Parking,2.0,2.0,No,Yes,,1720.0,1176,Carteret,NJ,40.58631617976699,-74.22313321985364,RentDigs.com,1550864185
This Apartment is a must see!,"Gym,Pool,Storage,Tennis,Washer Dryer",2.0,2.0,No,Thumbnail,,1313.0,1070,Tampa,FL,28.09154088071221,-82.55065484109821,RentDigs.com,1550828808
"One BR, $2,385/mo - come and see this one. Single Car Garage!","Gym,Parking,Playground,Tennis",1.0,1.0,No,Yes,,2385.0,782,Kirkland,WA,47.66208487746277,-122.20167098513792,RentDigs.com,1568774849
Apartment in great location. Pet OK!,"Gym,Patio/Deck,Pool",2.0,2.0,No,Yes,"Cats,Dogs",1484.0,1125,Fort Collins,CO,40.54093729561722,-105.13853953410728,RentDigs.com,1568765575
One BR Apartment - Nestled against the mountains of sunny.,,1.0,1.0,No,Yes,,3059.0,927,Pasadena,CA,34.18006118264062,-118.13472307364523,RentDigs.com,1568781017
Apartment in great location,"Cable or Satellite,Gym",2.0,2.0,No,Yes,,1437.0,1071,Raleigh,NC,35.827692080701446,-78.65371216975188,RentDigs.com,1568772277
"Memphis, One BR, One BA for rent. $500/mo",,1.0,1.0,No,Yes,,500.0,420,Memphis,TN,35.13808227153312,-89.96287703512557,RentDigs.com,1550814378
"Lease Spacious 3+2. Approx 1,400 sf of Living Space. Pet OK!","Clubhouse,Fireplace,Gym,Pool,Wood Floors",2.0,3.0,No,Yes,"Cats,Dogs",1175.0,1400,Union,KY,38.897465426183714,-84.68701893259119,RentDigs.com,1550846338
"Lease Spacious 6+2.50. Approx 3,264 sf of Living Space!",,2.5,6.0,No,Yes,,1995.0,3264,Salt Lake City,UT,40.822867060493415,-111.92602534495792,RentDigs.com,1544290791
"Apartment in quiet area, spacious with big kitchen. $999/mo","Clubhouse,Gym,Internet Access,Patio/Deck,Playground,Pool",1.0,1.0,No,Thumbnail,,999.0,850,Middlesex,NC,35.82160584487227,-78.19170512164746,RentDigs.com,1568764710
Discover - Where you live matters!,"Pool,Wood Floors",1.0,2.0,No,Yes,,1385.0,562,Edgewater,NJ,40.84010518589432,-74.01164698857754,RentDigs.com,1568764960
2 BR in Kuna ID 83634,"Dishwasher,Parking,Patio/Deck,Refrigerator,Washer Dryer",2.0,2.0,No,Thumbnail,,1005.0,960,Kuna,ID,43.48632547808148,-116.35765141889848,ListedBuy,1563893974
"Proudly, we have made significant improvements. Parking Available!","Clubhouse,Parking,Playground,Pool",1.0,1.0,No,Yes,,720.0,580,Salem,VA,37.25680233308742,-80.12147522843287,RentDigs.com,1568764816
"Three BR Apartment - At Greystone Heights you get a one-level, flexible.","AC,Dishwasher,Fireplace,Gym,Parking,Playground,Pool,Washer Dryer",2.0,3.0,No,Yes,"Cats,Dogs",1525.0,1303,Inver Grove Heights,MN,44.84727278059836,-93.06266089681806,RentDigs.com,1544243568
"Charming Two BR, 1.50 BA","AC,Clubhouse,Storage,Wood Floors",1.5,2.0,No,Thumbnail,,1025.0,950,Roanoke,VA,37.22783745759124,-80.02667461493948,RentDigs.com,1550861163
Two BR Apartment in Macomb. Pet OK!,Parking,1.0,2.0,No,Yes,"Cats,Dogs",500.0,720,Macomb,IL,40.48942680441138,-90.68140280610646,RentDigs.com,1544243998
Prominence Apartments One BR Luxury Apartment Homes,"Gym,Parking",1.0,1.0,No,Yes,,1130.0,400,West Chester,PA,40.00211075974351,-75.59760364129329,RentDigs.com,1544226229
Three BR Apartment in Quiet Building - Chandler,"Cable or Satellite,Fireplace,Gym,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer",2.0,3.0,No,Yes,"Cats,Dogs",1446.0,1201,Chandler,AZ,33.3138009411193,-111.92519500673076,RentDigs.com,1550814360
"Great Central Location Two BR, Two BA","Clubhouse,Gated,Gym",2.0,2.0,No,Thumbnail,,2815.0,1245,San Diego,CA,32.82106635207188,-117.05812063338536,RentDigs.com,1550831510
Prominence Apartments One BR Luxury Apartment Homes. Pet OK!,"Dishwasher,Refrigerator,Wood Floors",1.0,1.0,No,Yes,"Cats,Dogs",1730.0,790,Linden,NJ,40.65605027893379,-74.2678609588751,RentDigs.com,1568748275
"Two BA, $975/mo, Three BR - must see to believe.","Clubhouse,Pool,Tennis",2.0,3.0,No,Yes,,975.0,980,Cordova,TN,35.189339676410064,-89.76706833273306,RentDigs.com,1544290298
Three BR \ Estero - come and see this one. Single Car Garage!,"Gated,Parking,Tennis,Washer Dryer",2.0,3.0,No,Yes,,1700.0,1828,Estero,FL,26.470495771019717,-81.77108855446124,RentDigs.com,1550852200
"Lovely Arlington, Two BR, Two BA. Parking Available!","Fireplace,Gym,Parking,Patio/Deck,Storage,Washer Dryer",2.0,2.0,No,Yes,,1245.0,981,Arlington,TX,32.790942636499544,-97.17228559313564,RentDigs.com,1568773376
One BR Apartment - Come home to The Park. Pet OK!,"AC,Cable or Satellite,Clubhouse,Dishwasher,Gym,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",1821.0,714,Roselle,NJ,40.626636720314224,-74.23473976153889,RentDigs.com,1568756174
We love dogs! Having trouble finding a place that does?,"Playground,Pool",2.0,2.0,No,Yes,,2389.0,1234,,,39.80827690788725,-98.58721291242996,RentDigs.com,1550862963
Studio apartment 122 West Trinity Place,,1.0,3.0,No,Thumbnail,Cats,1380.0,585,Decatur,GA,33.70962803969131,-84.2972813253287,RentLingo,1577358403
One BR 520 Limerick Drive,"Dishwasher,Elevator,Garbage Disposal,Parking,Patio/Deck,Refrigerator,Storage",1.0,1.0,No,Thumbnail,"Cats,Dogs",1160.0,856,Cottage Grove,WI,43.08401806379422,-89.21576575056844,RentLingo,1576666465
"Apartment only for $1,395/mo. You Can Stop Looking Now. Pet OK!","AC,Parking",1.0,1.0,No,Yes,"Cats,Dogs",1395.0,950,Denver,CO,39.68242205654151,-104.95069193054458,RentDigs.com,1550864255
"Corpus Christi, One BA - come and see this one. Pet OK!",Storage,1.0,1.0,No,Yes,"Cats,Dogs",900.0,733,Corpus Christi,TX,27.734518329436263,-97.3627407257354,RentDigs.com,1544276387
Apartment in move in condition in Lorton,"Dishwasher,Fireplace,Gym,Internet Access,Parking,Tennis,Washer Dryer",1.0,1.0,No,Thumbnail,"Cats,Dogs",1264.0,765,Lorton,VA,38.6801292924885,-77.18337921273151,RentDigs.com,1550833416
The Best of the Best in the City of Los Angeles! Save Big. Offstreet parking!,"AC,Cable or Satellite,Gated,Internet Access,Parking,Refrigerator,Wood Floors",1.0,2.0,No,Thumbnail,"Cats,Dogs",1865.0,770,Los Angeles,CA,34.0262711018173,-118.2562327370172,RentDigs.com,1550862586
Convenient location Two BR Two BA for rent,"Clubhouse,Gym,Parking,Patio/Deck,Pool",2.0,2.0,No,Thumbnail,,2112.0,956,Fairfax,VA,38.84177775283285,-77.33328952645357,RentDigs.com,1550829360
Four BR 3910 Old Glory Drive,"Dishwasher,Patio/Deck,Refrigerator,Storage",2.0,4.0,No,Thumbnail,"Cats,Dogs",1175.0,1104,Concord,NC,35.37850271358756,-80.57662529887963,RentLingo,1577358359
One BR 4600 Colter Drive,"Basketball,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Tennis",1.0,1.0,No,Thumbnail,"Cats,Dogs",679.0,706,Kokomo,IN,40.43927903844899,-86.11627004693459,RentLingo,1577358755
"Lovely Las Vegas, Three BR, Two BA","Gym,Parking,Pool",2.0,3.0,No,Yes,,1542.0,1395,Las Vegas,NV,36.13568602093604,-115.17177644265172,RentDigs.com,1568753909
Three Spacious BR in Cary,"Basketball,Clubhouse,Gym,Parking,Pool",2.0,3.0,No,Yes,,1240.0,1295,Bullock,NC,36.39729943007435,-78.52801955765823,RentDigs.com,1568756689
Convenient location Three BR Two BA for rent. Single Car Garage!,"Clubhouse,Fireplace,Gated,Gym,Parking,Patio/Deck,Pool",2.0,3.0,No,Yes,"Cats,Dogs",1340.0,1368,Virginia Beach,VA,36.8919414075745,-76.25898585842735,RentDigs.com,1550839028
One BR Apartment - Pocket Parks and Covered Swings with Grilling Stations.,"Cable or Satellite,Fireplace,Gym,Internet Access,Patio/Deck,Pool,Storage,TV,Washer Dryer,Wood Floors",1.0,1.0,No,Thumbnail,,1225.0,832,Chesapeake,VA,36.781780795870304,-76.19890094905303,RentDigs.com,1568747748
"Salem, prime location Two BR, Apartment",,1.0,2.0,No,Yes,Cats,1295.0,765,Salem,NH,42.77473015840387,-71.19875248456228,RentDigs.com,1568770990
"Clermont, prime location Two BR, Apartment. Single Car Garage!","Gym,Parking,Pool,View",1.0,2.0,No,Yes,,1242.0,976,Clermont,FL,28.554858670005203,-81.7340849507301,RentDigs.com,1568757765
Prominence Apartments One BR Luxury Apartment Homes. Pet OK!,Luxury,1.0,1.0,No,No,"Cats,Dogs",2100.0,688,Westfield,NJ,40.68163049244592,-74.31930177227443,RentDigs.com,1568754351
Three BR Apartment - Large & Bright,"Tennis,Wood Floors",2.0,3.0,No,Yes,,3055.0,1700,Chevy Chase,MD,38.988207913458986,-77.05605425545923,RentDigs.com,1568760091
"Two BR Apartment - Located in Lansdowne, Virginia.","Fireplace,Internet Access,Parking,Washer Dryer",2.0,2.0,No,Thumbnail,,1689.0,989,Leesburg,VA,39.19439295264456,-77.56234030584739,RentDigs.com,1550825226
One BA - convenient location. Pet OK!,"Fireplace,Parking,Patio/Deck,Pool,Storage",1.0,1.0,No,Yes,"Cats,Dogs",799.0,675,Augusta,GA,33.5056789290286,-82.03712942423759,RentDigs.com,1544186275
Convenient location Two BR Two BA for rent. Single Car Garage!,"AC,Clubhouse,Fireplace,Gym,Parking,Patio/Deck,Playground,Pool,Storage,Washer Dryer,Wood Floors",2.0,2.0,No,Yes,,3317.0,1874,Braintree,MA,42.23408314040996,-71.01847438872892,RentDigs.com,1568756389
"Gorgeous Alpharetta, Two BR, Two BA. Single Car Garage!","Gym,Parking,Pool,Tennis",2.0,2.0,No,Yes,,1378.0,1244,Alpharetta,GA,34.106516634704526,-84.28217620156295,RentDigs.com,1568765978
Houston Value!,"Clubhouse,Gym",1.0,1.0,No,Yes,,749.0,501,Houston,TX,29.87323736661644,-95.67760134808611,RentDigs.com,1544208957
Outstanding Opportunity To Live At The Williamsburg City Club,"Gym,Washer Dryer",2.5,2.0,No,Yes,,1432.0,1152,Williamsburg,VA,37.31422261090156,-76.76612998187532,RentDigs.com,1550860443
One BR 913 N. Spring Street,,1.0,1.0,No,Thumbnail,"Cats,Dogs",850.0,768,Beaver Dam,WI,43.44027759565182,-88.82293757832961,RentLingo,1576667495
"Average Rent $1,145 a month - That's a STEAL. Pet OK!","Clubhouse,Pool",1.0,1.0,No,Yes,"Cats,Dogs",1145.0,790,Colorado Springs,CO,38.95356157164463,-104.8718584714013,RentDigs.com,1568773209
Outstanding Opportunity To Live At The San Jose City Club,,2.0,2.0,No,Yes,,3755.0,1279,San Jose,CA,37.343770996830415,-121.87802282339972,RentDigs.com,1544288344
"Updated kitchen, appliances, and flooring.",,2.0,3.0,No,Yes,,2200.0,1450,Naples,FL,26.26529450481606,-81.82409101028833,RentDigs.com,1550858850
"Amazing Two BR, Two BA for rent",Gym,2.0,2.0,No,Yes,"Cats,Dogs",1365.0,883,Lancaster,CA,34.703349319548806,-118.15267323653563,RentDigs.com,1544240968
Tucson - 2bd/Two BA 823sqft Apartment for rent,"AC,Clubhouse,Fireplace,Gym,Hot Tub,Internet Access,Patio/Deck,Pool,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",785.0,823,Tucson,AZ,32.21917266235968,-110.81640068963152,RentDigs.com,1550839890
Two BR 1230 Wellesley Ave,,2.5,2.0,No,Thumbnail,Cats,4395.0,1500,Los Angeles,CA,34.0061152926627,-118.33042794484555,RentLingo,1577359787
Come experience downtown finest. Pet OK!,"Gym,Patio/Deck,Pool,View,Wood Floors",1.0,1.0,No,Yes,"Cats,Dogs",1599.0,715,Denver,CO,39.76257394396148,-105.0583177825866,RentDigs.com,1550859696
Welcome To Live Oak Manor Apartments.,,1.0,4.0,No,Thumbnail,,829.0,948,Abbeville,LA,29.8725541810464,-92.14202216847497,RentDigs.com,1550854425
This Apartment is a must see!,AC,1.0,1.0,No,Yes,,1495.0,551,Inglewood,CA,33.95448193369337,-118.38838153062562,RentDigs.com,1568768876
Convenient location Two BR Two BA for rent,"Clubhouse,Fireplace,Patio/Deck,Pool,TV,Washer Dryer",2.0,2.0,No,Yes,,870.0,1000,Winston Salem,NC,36.08742655657571,-80.29818513517512,RentDigs.com,1568745898
Durham - superb Apartment nearby fine dining,Gated,1.0,1.0,No,Yes,,1115.0,871,Durham,NC,35.97756847134179,-78.97095067821502,RentDigs.com,1544280437
Two BR 18249 73rd Ave Ne,"Dishwasher,Fireplace,Patio/Deck",1.0,2.0,No,Thumbnail,,1550.0,830,Kenmore,WA,47.74343281810946,-122.20365629946902,RentLingo,1577015286
Two BR Apartment - Welcome to Peppertree Farm.,"Gym,Playground,Pool",2.0,2.0,No,No,,1700.0,1135,Silver Spring,MD,39.09597061353119,-77.07136864696682,RentDigs.com,1568769571
"Charming Studio, One BA","Gym,Internet Access,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer",1.0,2.0,No,Yes,,2065.0,600,Irvine,CA,33.636871049916124,-117.66560424188155,RentDigs.com,1550858711
Welcome to Remy Apartments.,"Clubhouse,Fireplace,Gym,Internet Access,Parking,Pool,Storage,View,Wood Floors",1.0,1.0,No,Yes,,1630.0,667,Lanham,MD,38.97127651301225,-76.89047422682002,RentDigs.com,1544218017
Convenient location Studio One BA for rent. Parking Available!,"Parking,Storage",1.0,2.0,No,No,,1600.0,861,Dallas,TX,32.79343096972195,-96.85244230739156,RentDigs.com,1568747879
"Move-in condition, Two BR One BA",Wood Floors,1.0,2.0,No,Thumbnail,,1229.0,1000,Tampa,FL,28.02450189155663,-82.3926513433734,RentDigs.com,1550827077
Two BR Apartment - Large & Bright. Single Car Garage!,"AC,Cable or Satellite,Dishwasher,Garbage Disposal,Gym,Internet Access,Parking,Refrigerator,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",3077.0,1072,Arlington,VA,38.89071833894236,-77.11314114740591,RentDigs.com,1550844462
Two BR Apartment - Surrounded by the best of North Lloyd Wright and the 101.,,2.0,2.0,No,Thumbnail,,1595.0,1154,Scottsdale,AZ,33.61011461665038,-111.85398160170844,RentDigs.com,1550820219
"Attractive Two BR, 1.50 BA. $970/mo","AC,Clubhouse,Storage,Wood Floors",1.5,2.0,No,Yes,,970.0,950,Roanoke,VA,37.26413115068821,-80.04612333721482,RentDigs.com,1550861381
Outstanding Opportunity To Live At The San Antonio City Club,Parking,1.0,1.0,No,Yes,,730.0,649,San Antonio,TX,29.427544824138963,-98.6708513003402,RentDigs.com,1544268399
"Apartment in quiet area, spacious with big kitchen. Single Car Garage!","Parking,Patio/Deck,Pool,Wood Floors",2.0,2.0,No,Yes,,2270.0,1349,Rockville,MD,39.07598725188902,-77.14569856237362,RentDigs.com,1568761508
North Las Vegas Luxurious 2 + 2,"Fireplace,Gated,Gym,Parking,Pool,TV",2.0,2.0,No,Yes,"Cats,Dogs",1293.0,1087,North Las Vegas,NV,36.25166976878097,-115.17119875111275,RentDigs.com,1550853152
Apartment in move in condition in Presto. Pet OK!,"AC,Clubhouse,Fireplace,Gym,Pool",1.0,1.0,No,Yes,"Cats,Dogs",1095.0,688,Presto,PA,40.354260122852935,-80.09340551601709,RentDigs.com,1568779580
Richmond - 2bd/Two BA 905sqft Apartment for rent,"AC,Cable or Satellite,Dishwasher,Fireplace,Gated,Gym,Internet Access,Pool,Refrigerator,Washer Dryer",2.0,2.0,No,Thumbnail,,1765.0,905,Richmond,VA,37.52955886743427,-77.40479851703618,RentDigs.com,1550862299
Two BR Apartment - 1X1 $99 PAYS FIRST MONTHS RENT MOVE IN SPECIAL OAC 775SQ,"Clubhouse,Patio/Deck,Pool,Storage",1.0,2.0,No,Yes,"Cats,Dogs",1275.0,1087,Carmichael,CA,38.6006766256566,-121.36556529621151,RentDigs.com,1550818690
Two BR Apartment - Imagine a where you can really to Parque Rio. Pet OK!,,1.5,2.0,No,No,"Cats,Dogs",1090.0,1418,Dallas,TX,32.859707884841015,-96.71780104957163,RentDigs.com,1568754317
One BR Apartment - Access Controlled Entry & Exit Gates.,"AC,Cable or Satellite,Clubhouse,Dishwasher,Gym,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer",1.0,1.0,No,Yes,,3199.0,765,Los Angeles,CA,33.9530192389886,-118.45018340122256,RentDigs.com,1568761039
Pet Friendly 2+2 Apartment in Panama City,"Gym,Hot Tub,Pool",2.0,2.0,No,Yes,"Cats,Dogs",980.0,900,Panama City,FL,30.207900583191037,-85.65003331086757,RentDigs.com,1544192991
Two BR - a luxurious apartment community just minutes from downtown Atlanta.,"Internet Access,Wood Floors",2.0,2.0,No,Yes,,1475.0,1148,Marietta,GA,33.80852301081016,-84.38173747615795,RentDigs.com,1544262916
Four BR 142 Quiet Grove Drive,"Dishwasher,Refrigerator",2.0,4.0,No,Thumbnail,"Cats,Dogs",1499.0,2012,Lexington,SC,33.97519478982064,-81.21004453685876,RentLingo,1577358790
One BR - One BA - ready to move in.,"Gym,Parking,Pool",1.0,1.0,No,Yes,,2150.0,762,Petaluma,CA,38.2586912956193,-122.64518552463782,RentDigs.com,1544277710
Residences with ceiling heights from 9 4 to 11 4.,"Cable or Satellite,Elevator,Gym,Parking,Patio/Deck,Playground",1.0,1.0,No,Yes,,2700.0,965,Miami,FL,25.780829333433108,-80.17767734370092,RentDigs.com,1544242732
"Winston Salem, Three BR, Two BA for rent. Single Car Garage!",Parking,2.0,3.0,No,Yes,,1425.0,1389,Winston Salem,NC,36.16871387758974,-80.29497011747148,RentDigs.com,1568746485
Studio apartment 246 E. 11th St,"Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Refrigerator",1.0,1.0,No,Thumbnail,"Cats,Dogs",750.0,442,Chattanooga,TN,35.03594719407996,-85.20542899330962,RentLingo,1577359043
Two BR Apartment in Quiet Building - Louisville. $980/mo,Clubhouse,2.0,2.0,No,Thumbnail,,980.0,925,Louisville,KY,38.22358249589413,-85.78671554326431,RentDigs.com,1550831167
"Spacious Two BR, One BA","Gym,Parking,Storage,Washer Dryer",1.0,2.0,No,Yes,"Cats,Dogs",1360.0,865,Reisterstown,MD,39.43617883813937,-76.78769305192947,RentDigs.com,1568779968
Apartment in great location. Parking Available!,"AC,Cable or Satellite,Gym,Parking,Pool",2.0,2.0,No,Thumbnail,,1104.0,900,Henderson,NV,36.04505398162533,-115.01891980720607,RentDigs.com,1550848569
Apartment in prime location,"Basketball,Clubhouse,Gym,Parking,Playground,Washer Dryer",1.0,1.0,No,Thumbnail,,1055.0,752,Litchfield Park,AZ,33.52512721602496,-112.41566956241876,RentDigs.com,1550832045
Two BR - come and see this one.,,2.0,2.0,No,Thumbnail,,1032.0,1046,Baton Rouge,LA,30.42995865613271,-91.02266515670618,RentDigs.com,1550860786
Beautiful Columbia Apartment for rent,"AC,Dishwasher,Fireplace,Gym,Playground,Storage",1.5,2.0,No,Yes,,1610.0,1049,Columbia,MD,39.17742305084993,-76.88755340740981,RentDigs.com,1568773764
"Enjoy a nature lover's Apartments in Jeffersonville, PA. Parking Available!","AC,Clubhouse,Gym,Parking,Patio/Deck,Playground,Pool",2.0,2.0,No,Yes,"Cats,Dogs",1405.0,950,Norristown,PA,40.11318229434325,-75.36748548810273,RentDigs.com,1544227184
"One BR Apartment - located in Newcastle, WA.","Gym,Pool,Washer Dryer",1.0,1.0,No,Yes,,1825.0,709,Newcastle,WA,47.51846096172832,-122.15298805371108,RentDigs.com,1568780632
Over 505 sf in Leonia,Gym,1.0,1.0,No,Thumbnail,,1694.0,505,Leonia,NJ,40.894995106251976,-74.02264516661296,RentDigs.com,1568762483
Welcome home to your new apartment!,"AC,Pool",1.0,2.0,No,Yes,"Cats,Dogs",1800.0,883,Randolph,MA,42.20306798622354,-71.05850857592748,RentDigs.com,1568759863
"Lovely Renton, One BR, One BA","Cable or Satellite,Clubhouse,Fireplace,Gated,Gym,Hot Tub,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",1510.0,721,Renton,WA,47.48724905484888,-122.23913556250892,RentDigs.com,1568779642
HUGE Three BR apartment with HEAT and PARKING included.,Dishwasher,1.0,3.0,No,Yes,,2400.0,1350,Chelsea,MA,42.39448102100708,-71.06943228813957,RentDigs.com,1568754426
"Average Rent $1,186 a month - That's a STEAL!","Gated,Gym,Hot Tub,Pool,Storage,Washer Dryer,Wood Floors",2.0,2.0,No,Yes,,1186.0,969,Baton Rouge,LA,30.37439880924361,-91.06047710184716,RentDigs.com,1550859685
This Apartment is a must see!,"Clubhouse,Gated,Internet Access,Pool",2.0,2.0,No,Yes,,1400.0,1170,Desoto,TX,32.620014604896255,-96.84269388823276,RentDigs.com,1550860018
"Arlington, Great Location, One BR Apartment.","AC,Fireplace,Internet Access,Parking,Pool,Washer Dryer",1.0,1.0,No,Yes,,819.0,704,Arlington,TX,32.67967307271919,-97.1284489718528,RentDigs.com,1568774370
"Bothell, Two BR, Two BA for rent. Covered parking!",Parking,2.0,2.0,No,Yes,,1971.0,880,Bothell,WA,47.81428318876768,-122.20859107435388,RentDigs.com,1568769618
"Amazing Three BR, Two BA for rent","Basketball,Gym,Pool,Tennis",2.0,3.0,No,Thumbnail,"Cats,Dogs",2958.0,1020,San Marcos,CA,33.11560331217114,-117.190127917129,RentDigs.com,1550814174
Over 586 sf in Lewisville. Pet OK!,"Clubhouse,Gym,Internet Access,Pool,TV,Washer Dryer",1.0,1.0,No,Thumbnail,"Cats,Dogs",984.0,586,Lewisville,TX,33.041491550071946,-97.0147190959489,RentDigs.com,1550842950
Welcome to Waterfield Apartments in Aurora.,"Basketball,Clubhouse,Parking,Patio/Deck,Storage",1.0,1.0,No,Yes,,1340.0,880,Aurora,CO,39.68417979847421,-104.80508078688142,RentDigs.com,1550840494
Apartment in prime location,,1.0,1.0,No,Yes,,2175.0,495,Los Angeles,CA,34.09191371021334,-118.23833279934652,RentDigs.com,1550864432
This Apartment is a must see. $935/mo,,1.0,1.0,No,No,,935.0,918,Lithonia,GA,33.696684530563395,-84.17553443186453,RentDigs.com,1568773753
This is a Two BR One BA 1700.,"Alarm,Gated",1.0,2.0,No,Yes,,2650.0,1700,Detroit,MI,42.355627271871086,-83.04495604064891,RentDigs.com,1544224869
Two BR Apartment - Tucked back in a quiet cul-de-sac.,"Parking,Pool",1.0,2.0,No,Yes,,2500.0,893,Los Angeles,CA,34.06097784971766,-118.52693813161476,RentDigs.com,1568757456
"Lovely Laurel, One BR, One BA","Clubhouse,Gym,Pool",1.0,1.0,No,Yes,,1583.0,777,Laurel,MD,39.135802505736464,-76.85632113504901,RentDigs.com,1568749076
Kernersville - 1bd/One BA 850sqft Apartment for rent,"Gym,Internet Access,Patio/Deck,Pool,Washer Dryer",1.0,1.0,No,Thumbnail,,817.0,850,Kernersville,NC,36.10618889511312,-80.10752739961556,RentDigs.com,1568749863
"Charming One BR, One BA. Single Car Garage!","Fireplace,Parking,Playground,Pool,Storage,Tennis,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",1473.0,797,Windermere,FL,28.498584745919302,-81.49372960090376,RentDigs.com,1568762621
"Great Central Location Two BR, Two BA","Clubhouse,Gym,Parking,Pool,Storage",2.0,2.0,No,Yes,,1965.0,956,Maple Valley,WA,47.38186710126004,-122.00751561726612,RentDigs.com,1568776897
Super Cute! Apartment for Rent!,"Clubhouse,Fireplace,Gym,Patio/Deck,Pool,Wood Floors",1.0,1.0,No,Thumbnail,,990.0,748,Dallas,TX,32.97402301533631,-96.8025804358486,RentDigs.com,1568765834
Outstanding Opportunity To Live At The Fredericksburg City Club,"Clubhouse,Gym,Pool",2.0,2.0,No,Thumbnail,,1495.0,1122,Fredericksburg,VA,38.21097530606134,-77.46338977488583,RentDigs.com,1550817740
Apartment for rent in Boston.,"Patio/Deck,Wood Floors",1.0,2.0,No,Yes,,1600.0,1000,Boston,MA,42.33533420088425,-71.0767351320547,RentDigs.com,1568748885
"Lovely Petersburg, One BR, One BA",,1.0,1.0,No,Thumbnail,"Cats,Dogs",850.0,665,Petersburg,VA,37.250582558080566,-77.4803300073534,RentDigs.com,1550857349
